年龄,收入,孩子数量,家庭人口数,在现住址时间,在现工作时间,住房种类,国籍,信用卡类型,是否违约
25,3200,1,3,30,6,租住,德国,无信用卡,1
69,0,0,1,999,144,租住,德国,支票账户,0
67,1500,0,2,24,96,租住,德国,无信用卡,0
39,1800,0,2,144,48,租住,德国,无信用卡,1
34,3300,1,2,3,120,缺失,德国,支票账户,0
30,0,0,1,48,36,租住,德国,支票账户,0
27,0,0,2,60,18,租住,德国,支票账户,0
35,2800,2,4,999,66,自有,德国,无信用卡,1
23,2000,0,1,30,6,租住,德国,无信用卡,0
50,5000,1,3,264,66,自有,德国,无信用卡,0
38,0,5,7,144,144,租住,德国,支票账户,0
27,2400,1,3,3,33,租住,其它非欧洲国家,无信用卡,0
37,4000,1,3,96,30,租住,其它非欧洲国家,支票账户,1
31,0,1,2,54,54,租住,德国,支票账户,0
28,0,1,2,66,12,租住,德国,支票账户,1
24,2700,0,2,48,12,缺失,德国,无信用卡,1
23,2500,2,4,36,72,租住,德国,无信用卡,1
39,2700,2,4,216,216,自有,德国,无信用卡,0
28,2500,2,3,12,18,租住,其它非欧洲国家,无信用卡,1
61,2300,0,1,999,0,缺失,德国,无信用卡,0
54,0,1,3,168,999,租住,德国,支票账户,0
41,0,0,1,36,24,租住,德国,支票账户,0
33,2500,1,3,6,144,租住,德国,无信用卡,1
31,3000,2,4,84,39,租住,德国,无信用卡,1
27,1500,0,1,3,9,租住,德国,无信用卡,1
26,3300,0,1,9,30,租住,德国,运通卡,1
33,0,2,4,36,36,租住,德国,支票账户,0
31,3100,2,4,66,18,租住,德国,无信用卡,1
29,0,0,1,9,21,租住,德国,支票账户,0
23,2200,0,1,24,54,缺失,德国,无信用卡,1
30,1500,1,2,18,18,租住,德国,无信用卡,0
30,0,0,2,24,9,租住,其它非欧洲国家,欧洲Master卡,0
35,0,0,2,3,84,租住,其它非欧洲国家,支票账户,0
45,1900,1,2,15,12,租住,德国,无信用卡,1
26,1900,0,1,6,0,租住,德国,支票账户,0
61,2500,0,2,24,33,租住,德国,无信用卡,0
51,4000,1,3,168,288,缺失,德国,无信用卡,0
45,4000,2,4,54,84,租住,土耳其,无信用卡,1
30,0,0,2,21,96,租住,德国,支票账户,0
25,1800,0,1,12,6,租住,德国,无信用卡,1
24,4000,1,3,24,3,自有,德国,支票账户,1
69,1500,0,1,9,72,租住,德国,无信用卡,1
56,2500,1,3,192,288,缺失,土耳其,无信用卡,0
28,0,0,2,3,12,租住,德国,欧洲Master卡,0
37,3300,1,3,96,21,租住,其它非欧洲国家,无信用卡,0
29,1500,2,3,30,15,租住,德国,无信用卡,1
23,2800,0,1,288,21,租住,德国,无信用卡,1
50,4000,3,5,168,168,缺失,德国,无信用卡,1
40,2700,1,2,96,288,租住,德国,无信用卡,1
45,0,0,1,48,48,缺失,德国,支票账户,1
38,1500,1,3,6,6,租住,希腊,无信用卡,0
27,2100,1,2,144,9,租住,希腊,无信用卡,0
26,0,0,1,96,3,租住,德国,支票账户,1
46,2900,4,6,168,192,租住,南斯拉夫,支票账户,1
40,0,0,1,15,108,租住,德国,支票账户,0
33,2800,2,4,192,45,租住,德国,无信用卡,1
24,2000,0,1,3,36,租住,德国,无信用卡,1
41,3400,2,4,192,9,自有,德国,无信用卡,1
28,1800,0,1,72,12,租住,希腊,无信用卡,0
24,0,0,1,21,84,缺失,德国,支票账户,0
46,2400,0,2,9,6,租住,德国,无信用卡,0
42,1500,0,1,30,30,租住,德国,无信用卡,1
35,1000,0,2,60,15,租住,其它非欧洲国家,无信用卡,1
34,3500,1,3,84,60,缺失,德国,无信用卡,1
31,1700,0,1,42,39,租住,德国,无信用卡,1
24,1600,0,1,36,60,租住,德国,无信用卡,1
23,2200,0,2,3,27,租住,德国,无信用卡,1
32,2600,0,1,12,120,租住,德国,无信用卡,0
24,2400,0,1,48,15,缺失,其它欧洲国家,无信用卡,1
47,4000,1,2,12,108,租住,德国,无信用卡,1
29,2000,0,1,24,27,租住,德国,无信用卡,1
41,10000,1,3,54,144,自有,德国,支票账户,1
27,0,0,1,108,108,租住,德国,支票账户,1
38,4000,0,1,96,15,租住,德国,无信用卡,0
65,1800,0,1,96,96,缺失,德国,无信用卡,1
40,1500,0,1,48,15,租住,德国,无信用卡,1
27,1900,0,1,9,6,缺失,德国,无信用卡,1
44,0,0,2,288,72,缺失,德国,支票账户,1
38,1900,2,3,120,96,租住,德国,无信用卡,1
38,3000,2,4,84,54,租住,其它非欧洲国家,运通卡,0
34,3500,1,2,96,6,租住,德国,无信用卡,1
30,0,1,3,12,48,租住,德国,支票账户,0
23,1800,1,2,3,27,缺失,德国,无信用卡,1
51,2500,1,3,240,240,缺失,土耳其,无信用卡,0
43,3500,2,3,264,66,缺失,德国,无信用卡,0
27,3000,0,2,21,60,租住,德国,无信用卡,1
25,2200,0,1,240,6,租住,德国,无信用卡,1
23,1800,0,1,168,48,缺失,德国,支票账户,1
41,0,2,4,168,18,租住,德国,支票账户,1
39,2200,1,2,15,9,缺失,德国,无信用卡,0
37,3500,2,4,66,54,租住,德国,无信用卡,0
37,2500,1,3,66,66,租住,德国,无信用卡,0
26,2400,0,1,96,15,缺失,德国,无信用卡,0
26,2100,1,2,12,18,租住,德国,无信用卡,1
38,2500,2,4,66,60,缺失,德国,无信用卡,1
33,1700,2,4,120,9,租住,德国,无信用卡,1
29,3000,2,4,12,12,租住,其它非欧洲国家,无信用卡,1
50,5000,0,2,66,66,租住,德国,无信用卡,0
33,2100,2,4,84,96,自有,德国,无信用卡,0
49,3000,0,2,120,336,租住,土耳其,无信用卡,1
38,2700,1,2,21,21,租住,德国,无信用卡,1
34,4000,3,5,84,216,租住,德国,无信用卡,1
31,1700,0,2,12,9,租住,其它非欧洲国家,无信用卡,1
24,2500,3,5,54,3,租住,土耳其,无信用卡,1
23,2300,0,1,192,36,租住,德国,无信用卡,0
23,2500,0,1,21,18,缺失,希腊,无信用卡,1
45,2100,0,1,36,36,缺失,德国,无信用卡,1
30,1000,0,2,120,45,租住,德国,无信用卡,0
26,0,1,2,12,3,租住,德国,支票账户,0
59,1900,0,1,999,999,缺失,德国,无信用卡,0
39,2500,2,4,36,27,租住,德国,无信用卡,0
38,2500,0,1,144,54,租住,德国,无信用卡,1
25,2700,0,1,48,18,租住,德国,无信用卡,1
32,3500,2,4,264,24,租住,土耳其,无信用卡,0
47,0,0,2,144,18,租住,德国,支票账户,0
40,5000,2,4,48,240,自有,德国,无信用卡,0
37,0,0,1,36,168,租住,德国,欧洲Master卡,0
23,3000,1,3,30,15,租住,德国,无信用卡,0
31,0,3,5,120,9,租住,德国,支票账户,1
31,1500,1,2,84,30,租住,德国,无信用卡,0
29,4000,3,5,96,108,租住,德国,无信用卡,0
25,2300,0,1,9,96,租住,德国,无信用卡,1
65,1900,0,1,21,60,租住,德国,无信用卡,0
39,2000,2,3,36,84,缺失,德国,无信用卡,1
35,4000,3,5,120,21,租住,德国,无信用卡,1
31,3000,0,1,120,9,租住,德国,无信用卡,1
26,2900,0,1,264,6,租住,德国,无信用卡,1
67,2000,0,1,42,108,租住,德国,无信用卡,1
39,3500,2,4,312,336,租住,德国,无信用卡,1
34,0,0,1,54,42,租住,德国,支票账户,1
29,2200,0,1,9,33,缺失,其它欧洲国家,无信用卡,1
34,4000,1,3,144,42,缺失,德国,无信用卡,0
33,3000,0,2,999,120,缺失,德国,无信用卡,0
26,3500,2,4,3,48,租住,德国,无信用卡,1
54,2700,0,2,6,39,租住,德国,无信用卡,0
34,2200,1,3,144,60,租住,希腊,无信用卡,1
31,1500,3,5,66,36,自有,德国,无信用卡,1
41,2600,1,2,168,288,租住,德国,无信用卡,1
37,2300,3,5,84,39,租住,土耳其,无信用卡,0
27,1500,0,1,42,12,租住,德国,无信用卡,1
53,0,3,5,264,336,租住,德国,支票账户,0
47,5000,0,2,60,66,租住,德国,无信用卡,0
38,2400,3,5,36,24,自有,德国,无信用卡,1
37,10000,2,4,42,36,租住,其它非欧洲国家,支票账户,1
24,2800,0,1,120,84,租住,德国,无信用卡,1
23,2200,0,1,288,84,租住,德国,无信用卡,0
40,4000,2,4,3,15,自有,德国,无信用卡,1
33,1900,1,3,999,216,租住,德国,无信用卡,1
31,0,2,4,3,96,租住,德国,支票账户,1
25,1700,0,1,48,33,租住,德国,无信用卡,1
55,2300,0,2,21,288,自有,德国,无信用卡,0
44,0,0,2,312,120,租住,德国,支票账户,0
42,0,0,2,216,336,租住,德国,支票账户,0
41,2900,0,1,42,144,租住,德国,无信用卡,1
30,0,0,1,0,108,租住,希腊,支票账户,1
28,3000,2,4,3,72,缺失,德国,支票账户,1
24,2700,0,1,72,3,租住,德国,无信用卡,0
23,2200,1,3,12,6,缺失,德国,无信用卡,1
30,0,0,1,3,9,租住,德国,支票账户,1
58,0,0,1,288,30,租住,德国,支票账户,0
57,2300,0,1,288,192,租住,德国,无信用卡,1
54,3000,0,2,360,999,自有,土耳其,无信用卡,0
41,3500,3,5,108,336,租住,德国,无信用卡,0
36,1500,1,2,144,288,租住,德国,无信用卡,0
31,5000,2,4,18,144,租住,德国,无信用卡,1
30,1800,2,4,18,15,自有,希腊,无信用卡,0
28,2400,1,3,9,6,租住,土耳其,无信用卡,1
46,3000,3,5,15,288,租住,土耳其,无信用卡,1
36,3000,1,3,240,66,租住,土耳其,无信用卡,1
26,3000,0,1,6,3,租住,德国,无信用卡,1
30,2000,0,1,192,21,租住,德国,无信用卡,1
28,3500,1,3,6,66,租住,德国,无信用卡,0
34,2800,0,2,30,45,租住,德国,无信用卡,1
28,3500,2,4,36,36,缺失,土耳其,无信用卡,1
51,2600,1,3,999,9,租住,德国,无信用卡,0
40,0,1,3,288,54,租住,德国,支票账户,0
25,2300,0,1,15,54,租住,德国,无信用卡,1
23,2500,1,3,192,72,缺失,土耳其,无信用卡,1
33,1500,1,3,72,3,缺失,德国,无信用卡,1
23,2200,0,1,168,66,租住,德国,无信用卡,1
65,1900,0,2,144,84,租住,德国,无信用卡,0
45,3000,2,4,168,288,缺失,德国,无信用卡,0
35,2600,4,6,48,12,租住,德国,无信用卡,1
35,1900,1,2,30,27,缺失,德国,无信用卡,1
35,0,2,4,9,216,租住,德国,支票账户,0
30,2600,2,4,6,12,缺失,土耳其,无信用卡,1
24,2600,0,1,60,6,租住,德国,无信用卡,1
24,2300,0,1,21,42,缺失,德国,无信用卡,0
64,1600,0,2,108,144,租住,德国,无信用卡,0
52,1800,0,1,6,84,租住,德国,无信用卡,1
31,2300,0,1,120,3,租住,德国,无信用卡,0
30,2400,0,1,108,96,租住,德国,无信用卡,1
43,1900,1,2,60,45,租住,德国,无信用卡,0
44,4000,2,4,999,27,租住,德国,无信用卡,1
31,0,0,1,42,39,租住,德国,支票账户,1
36,2700,2,4,240,60,租住,西班牙,无信用卡,1
34,1000,3,5,192,60,租住,土耳其,无信用卡,1
64,3500,0,2,144,120,缺失,德国,无信用卡,0
28,5000,0,2,21,84,租住,德国,无信用卡,0
36,1600,1,2,9,6,租住,德国,无信用卡,0
27,2800,0,1,84,24,租住,德国,无信用卡,0
24,3000,0,1,36,36,租住,德国,无信用卡,0
58,2700,2,3,999,21,租住,德国,无信用卡,1
47,4000,0,1,144,27,缺失,德国,无信用卡,0
30,0,1,2,9,120,租住,德国,支票账户,0
23,2000,0,1,12,24,租住,德国,无信用卡,1
30,2900,2,4,96,108,租住,德国,无信用卡,0
29,0,2,4,48,9,租住,德国,支票账户,0
68,1000,0,1,3,120,租住,德国,无信用卡,0
53,3200,0,1,48,45,租住,德国,无信用卡,0
30,2600,2,4,3,6,租住,德国,无信用卡,1
26,1700,0,1,6,30,租住,德国,无信用卡,0
25,2600,0,1,120,108,租住,德国,无信用卡,0
47,2900,0,2,192,192,自有,德国,无信用卡,1
45,1500,3,5,108,144,自有,德国,无信用卡,1
29,1600,1,3,84,6,租住,德国,无信用卡,0
45,1900,1,3,6,15,租住,德国,无信用卡,1
51,4000,0,1,18,192,租住,德国,无信用卡,0
33,2900,0,1,54,18,租住,德国,无信用卡,1
31,3200,2,4,9,66,缺失,德国,无信用卡,1
29,1600,0,1,12,18,租住,其它非欧洲国家,无信用卡,1
33,1500,1,2,96,27,租住,德国,无信用卡,0
33,2900,2,3,18,216,租住,德国,无信用卡,0
32,1600,2,4,144,30,缺失,土耳其,无信用卡,1
28,3500,0,2,36,33,自有,德国,无信用卡,1
26,3500,0,1,30,21,租住,德国,无信用卡,0
24,3000,0,1,9,30,租住,德国,无信用卡,1
27,2200,0,1,3,108,租住,德国,无信用卡,0
25,2300,0,1,72,24,租住,德国,无信用卡,1
45,2300,1,3,3,18,租住,德国,无信用卡,0
36,3500,0,1,54,21,租住,德国,支票账户,0
30,2300,0,1,18,72,租住,德国,无信用卡,1
32,1600,0,1,42,15,租住,德国,无信用卡,1
28,0,0,1,144,45,租住,德国,支票账户,0
26,1500,0,1,42,60,缺失,德国,无信用卡,1
26,2500,2,4,18,42,租住,德国,无信用卡,1
24,2100,0,1,30,6,租住,德国,无信用卡,1
23,1700,0,1,144,36,缺失,希腊,无信用卡,1
63,3000,0,1,21,21,租住,德国,无信用卡,0
47,3000,1,3,96,72,缺失,德国,无信用卡,0
43,0,1,3,48,45,租住,德国,支票账户,0
39,3500,5,7,12,192,租住,德国,无信用卡,0
29,2700,2,4,21,9,租住,德国,无信用卡,1
27,2700,0,1,336,9,缺失,德国,无信用卡,0
25,1500,0,1,12,45,租住,德国,无信用卡,0
25,2300,0,1,30,15,租住,德国,无信用卡,0
23,2800,1,3,24,48,租住,德国,无信用卡,1
57,2800,0,2,999,288,缺失,德国,无信用卡,1
41,2200,0,1,36,12,租住,其它非欧洲国家,无信用卡,1
36,10000,1,3,96,54,租住,德国,无信用卡,0
32,0,0,1,999,18,租住,德国,支票账户,0
29,2800,3,5,54,96,租住,德国,无信用卡,0
26,1500,0,2,30,15,租住,德国,无信用卡,1
26,1500,1,3,84,96,缺失,德国,支票账户,0
23,1500,0,1,18,12,租住,德国,无信用卡,1
31,0,2,4,21,9,租住,德国,支票账户,0
25,2500,1,3,3,9,租住,德国,无信用卡,1
63,3000,2,4,60,216,租住,德国,支票账户,0
36,1700,2,4,96,108,缺失,德国,无信用卡,0
34,0,2,4,54,30,租住,德国,支票账户,0
50,2500,1,3,360,168,缺失,德国,无信用卡,1
48,4000,0,2,216,999,缺失,德国,无信用卡,1
37,2600,0,2,60,48,租住,德国,无信用卡,0
44,2300,2,3,54,12,租住,德国,无信用卡,1
31,2600,0,1,9,72,租住,德国,无信用卡,0
25,2200,1,3,216,66,缺失,土耳其,无信用卡,1
25,0,0,1,9,48,租住,德国,支票账户,0
45,0,0,1,24,72,租住,德国,支票账户,0
34,3400,3,5,36,36,租住,德国,无信用卡,0
34,1500,2,3,192,144,租住,德国,无信用卡,1
33,2300,2,4,84,216,租住,德国,无信用卡,1
32,2300,1,2,36,15,租住,德国,无信用卡,1
56,1500,0,1,0,21,租住,德国,无信用卡,0
50,2100,0,2,3,39,自有,德国,无信用卡,0
33,0,1,3,36,36,租住,德国,支票账户,1
29,2300,1,3,18,18,租住,德国,无信用卡,0
27,2500,1,2,336,12,租住,德国,无信用卡,1
49,3400,0,1,144,18,缺失,德国,无信用卡,1
38,0,1,2,3,24,租住,其它非欧洲国家,支票账户,0
30,1800,2,3,108,15,租住,德国,无信用卡,1
28,1500,0,2,18,24,租住,土耳其,无信用卡,0
26,1800,0,2,120,60,租住,德国,无信用卡,1
56,2100,0,1,240,168,租住,德国,无信用卡,0
40,1500,1,3,60,60,租住,德国,无信用卡,1
29,1900,0,1,24,24,租住,德国,无信用卡,1
28,2000,0,1,336,54,租住,德国,无信用卡,1
43,1500,0,2,168,288,租住,德国,无信用卡,1
28,2600,0,1,15,54,缺失,德国,无信用卡,1
44,5000,5,7,216,288,缺失,南斯拉夫,无信用卡,0
38,3100,1,3,96,45,缺失,德国,无信用卡,0
32,3000,1,3,12,24,租住,德国,无信用卡,1
28,1500,0,1,18,6,缺失,德国,无信用卡,1
23,0,0,1,288,45,租住,德国,支票账户,1
49,5000,0,2,192,144,缺失,德国,无信用卡,1
24,3000,2,4,192,84,缺失,土耳其,无信用卡,1
40,2400,2,4,0,15,租住,德国,无信用卡,0
36,1800,3,4,18,24,租住,德国,无信用卡,1
36,5000,1,3,96,66,租住,德国,无信用卡,0
28,2300,0,2,30,9,租住,土耳其,无信用卡,1
27,3400,1,3,54,72,缺失,德国,无信用卡,1
25,5000,0,1,120,48,租住,德国,无信用卡,1
47,4000,1,3,192,288,缺失,德国,无信用卡,0
37,2500,0,1,9,12,租住,其它非欧洲国家,无信用卡,1
33,0,1,3,30,36,缺失,德国,支票账户,1
33,3500,5,7,264,12,缺失,德国,无信用卡,0
56,1600,0,1,54,18,租住,德国,无信用卡,0
41,0,3,4,15,15,租住,德国,支票账户,0
38,2500,0,1,3,18,租住,德国,无信用卡,1
29,2300,0,1,240,9,租住,德国,无信用卡,1
26,2800,2,4,24,12,租住,德国,无信用卡,0
26,2500,0,2,3,12,租住,德国,无信用卡,0
24,2200,0,1,30,3,租住,德国,无信用卡,1
51,1900,0,2,60,3,缺失,德国,支票账户,0
41,2800,1,3,36,48,租住,德国,无信用卡,1
40,3200,2,4,120,240,租住,其它非欧洲国家,无信用卡,1
34,0,2,4,120,216,租住,德国,支票账户,1
34,0,2,4,144,216,租住,德国,支票账户,1
26,0,0,1,12,21,租住,德国,支票账户,0
32,4000,1,3,15,66,自有,意大利,无信用卡,0
30,1800,2,4,6,15,租住,德国,无信用卡,0
24,1800,0,2,9,6,租住,德国,无信用卡,1
61,1600,0,1,21,45,租住,德国,无信用卡,0
29,1500,2,3,3,45,租住,德国,无信用卡,1
27,2500,0,1,6,54,缺失,德国,无信用卡,1
23,2000,0,1,84,72,租住,德国,无信用卡,1
27,3100,2,4,36,39,租住,德国,无信用卡,1
23,2400,0,2,168,84,租住,德国,无信用卡,0
43,5000,0,2,192,42,租住,德国,无信用卡,1
39,0,2,4,72,21,租住,德国,支票账户,0
36,3100,2,4,84,240,缺失,德国,无信用卡,0
29,2300,0,1,18,24,租住,德国,无信用卡,0
25,2200,1,3,48,36,租住,德国,无信用卡,1
23,1000,0,1,30,15,租住,德国,无信用卡,1
23,2700,1,3,12,54,租住,德国,无信用卡,1
29,3000,2,4,288,84,租住,土耳其,无信用卡,1
32,2800,2,4,36,9,租住,德国,无信用卡,1
32,3000,0,2,120,33,租住,土耳其,无信用卡,0
31,2700,3,4,120,6,租住,德国,无信用卡,1
41,3000,1,3,36,45,租住,德国,无信用卡,0
39,2400,2,4,66,66,租住,希腊,无信用卡,0
36,0,4,6,36,24,租住,德国,支票账户,1
35,1800,0,1,24,6,租住,其它非欧洲国家,无信用卡,1
29,0,2,4,168,168,租住,德国,支票账户,0
29,1600,0,1,6,21,租住,德国,无信用卡,1
46,1800,1,3,30,39,租住,德国,无信用卡,0
43,1500,1,3,144,72,租住,德国,无信用卡,0
38,2500,1,3,66,18,租住,德国,无信用卡,0
30,2300,0,2,0,9,租住,其它非欧洲国家,无信用卡,1
29,2600,0,1,21,18,租住,德国,无信用卡,1
28,2300,0,1,54,30,租住,德国,无信用卡,1
38,1500,1,3,96,48,租住,德国,无信用卡,0
53,1500,1,2,240,108,缺失,德国,无信用卡,0
28,0,1,2,42,39,租住,德国,支票账户,0
27,2300,0,1,6,12,租住,德国,无信用卡,1
26,2100,0,1,192,3,租住,德国,无信用卡,1
39,0,1,3,3,54,租住,德国,支票账户,0
28,3500,0,1,6,6,租住,其它欧洲国家,无信用卡,1
25,2000,0,1,288,9,缺失,德国,无信用卡,1
23,0,0,1,288,24,租住,德国,支票账户,0
67,2700,0,2,96,0,缺失,德国,无信用卡,0
32,3000,2,4,15,144,租住,德国,无信用卡,1
29,2500,0,2,24,96,租住,德国,无信用卡,0
23,2000,1,3,15,96,租住,德国,无信用卡,0
23,1800,0,1,3,9,租住,德国,无信用卡,1
51,2500,0,1,240,288,租住,其它非欧洲国家,无信用卡,0
44,2600,0,1,999,30,缺失,德国,支票账户,0
31,2400,0,2,18,30,租住,土耳其,无信用卡,1
30,1900,0,1,15,84,租住,德国,无信用卡,1
29,0,0,1,312,54,租住,德国,支票账户,1
24,2000,0,1,3,12,租住,德国,无信用卡,0
51,3500,1,3,36,288,缺失,土耳其,无信用卡,0
43,2500,1,3,96,36,租住,德国,无信用卡,1
42,1500,0,2,3,30,租住,德国,无信用卡,0
39,3300,2,4,108,66,缺失,德国,无信用卡,1
33,1900,3,5,54,168,租住,土耳其,无信用卡,0
24,0,0,1,3,30,租住,德国,欧洲Master卡,1
56,1800,0,1,192,84,租住,土耳其,无信用卡,0
36,1900,1,2,12,0,缺失,德国,无信用卡,1
33,1800,0,2,36,54,租住,土耳其,无信用卡,0
30,2000,0,1,54,15,租住,其它欧洲国家,无信用卡,1
25,2500,2,4,3,45,缺失,德国,无信用卡,1
48,3500,4,6,999,96,缺失,德国,无信用卡,1
39,5000,0,1,24,168,租住,其它欧洲国家,无信用卡,1
38,3200,1,2,48,168,租住,德国,无信用卡,0
30,2800,1,3,15,72,租住,土耳其,支票账户,0
27,2800,2,4,30,33,租住,德国,无信用卡,0
25,3000,0,1,312,48,租住,德国,支票账户,1
42,2500,0,1,3,15,租住,德国,无信用卡,1
29,2300,1,2,30,18,租住,德国,无信用卡,1
27,1900,0,1,336,54,缺失,德国,无信用卡,0
23,1900,0,2,9,9,租住,土耳其,无信用卡,1
56,1500,0,2,3,9,自有,德国,无信用卡,0
46,1500,0,1,30,168,缺失,德国,无信用卡,1
37,3300,2,4,15,48,自有,土耳其,无信用卡,0
36,0,2,3,216,24,缺失,德国,支票账户,0
34,2400,0,1,42,39,租住,德国,无信用卡,1
28,0,0,1,54,15,租住,德国,欧洲Master卡,0
62,1000,0,1,120,144,租住,德国,无信用卡,0
54,3000,0,2,360,336,自有,德国,无信用卡,1
45,0,0,1,216,54,租住,德国,支票账户,1
33,4000,0,2,72,3,缺失,德国,支票账户,0
31,1900,3,4,6,9,租住,德国,无信用卡,1
30,3000,3,5,12,36,租住,其它非欧洲国家,其它信用卡,0
24,2200,0,1,18,21,租住,德国,无信用卡,1
45,2400,2,4,216,168,缺失,德国,无信用卡,0
45,2700,2,4,144,288,租住,德国,无信用卡,1
30,2400,0,1,3,120,租住,德国,无信用卡,1
30,3000,4,6,36,60,租住,德国,无信用卡,0
29,3000,0,2,6,9,租住,德国,无信用卡,0
44,4000,2,4,96,336,租住,德国,无信用卡,0
39,0,1,3,144,42,租住,德国,支票账户,0
38,3300,2,4,60,60,租住,德国,无信用卡,0
33,1800,0,1,21,9,租住,德国,无信用卡,0
27,0,0,1,15,15,租住,其它非欧洲国家,支票账户,1
36,2400,1,3,168,144,租住,德国,无信用卡,0
25,2800,0,1,54,21,租住,德国,无信用卡,0
36,2500,2,3,15,12,租住,德国,无信用卡,1
31,3200,2,3,21,72,租住,德国,无信用卡,1
28,0,0,1,9,24,缺失,德国,支票账户,0
25,1600,0,2,240,36,租住,德国,无信用卡,1
47,2200,1,3,6,15,租住,德国,无信用卡,1
45,3000,3,5,192,240,缺失,德国,无信用卡,0
38,0,2,3,54,9,租住,德国,支票账户,1
35,2300,0,1,54,6,租住,德国,无信用卡,1
28,2000,0,1,216,15,租住,德国,无信用卡,0
40,0,0,2,48,168,租住,德国,支票账户,0
32,0,0,2,120,3,租住,德国,支票账户,1
28,3000,0,1,168,12,租住,德国,无信用卡,1
24,2300,0,1,120,3,租住,德国,无信用卡,1
39,0,2,4,30,120,缺失,德国,支票账户,0
50,0,0,2,288,999,租住,德国,欧洲Master卡,0
44,2300,0,1,192,168,租住,德国,无信用卡,0
38,2800,0,2,30,84,自有,德国,无信用卡,0
31,2500,0,1,3,9,租住,德国,无信用卡,1
24,3000,0,1,288,18,租住,德国,无信用卡,1
52,2300,0,2,168,30,租住,德国,无信用卡,0
38,1500,1,3,15,9,缺失,德国,无信用卡,1
31,2100,1,2,9,6,租住,德国,无信用卡,1
27,3200,1,3,36,144,自有,德国,无信用卡,1
45,2300,0,2,18,12,租住,德国,无信用卡,1
35,2600,0,2,30,9,租住,德国,无信用卡,0
51,2000,0,2,264,60,缺失,德国,其它信用卡,0
47,2400,1,3,108,54,缺失,德国,无信用卡,1
35,3000,1,3,48,12,租住,其它非欧洲国家,无信用卡,1
34,2600,0,2,15,12,租住,德国,无信用卡,1
23,2300,0,1,6,42,租住,德国,无信用卡,0
23,2100,0,2,9,48,租住,德国,无信用卡,1
63,10000,1,3,168,168,自有,其它欧洲国家,无信用卡,0
40,2500,0,1,21,21,租住,德国,无信用卡,0
33,3500,2,4,24,36,租住,德国,无信用卡,0
30,2500,0,1,3,48,租住,意大利,支票账户,0
29,0,0,1,9,120,租住,德国,支票账户,1
26,0,0,1,66,27,租住,德国,支票账户,1
23,2500,1,2,48,72,租住,德国,无信用卡,0
30,0,0,1,3,108,租住,德国,支票账户,0
27,2100,0,1,66,6,租住,其它非欧洲国家,无信用卡,1
25,1900,0,1,3,12,租住,德国,无信用卡,0
51,1000,0,2,3,999,租住,德国,支票账户,0
43,2700,1,3,192,144,租住,德国,无信用卡,0
41,2400,1,2,84,66,租住,德国,无信用卡,0
31,2000,0,1,24,24,租住,德国,无信用卡,1
30,2300,0,1,30,27,租住,德国,无信用卡,1
41,4000,3,5,6,192,租住,德国,无信用卡,1
24,2400,0,1,36,48,租住,德国,无信用卡,1
23,2200,0,1,144,18,租住,德国,无信用卡,1
62,1800,0,1,108,60,缺失,德国,无信用卡,0
25,0,2,3,240,60,租住,德国,支票账户,0
55,1600,0,1,216,24,缺失,德国,无信用卡,1
51,0,0,1,192,96,租住,德国,支票账户,0
37,2300,1,3,21,3,租住,其它非欧洲国家,无信用卡,1
34,2800,2,3,30,216,租住,德国,无信用卡,1
33,2700,2,4,3,9,缺失,德国,无信用卡,0
27,2200,1,3,15,27,租住,德国,无信用卡,1
25,1700,0,1,24,36,租住,德国,无信用卡,1
33,5000,1,2,15,15,租住,德国,无信用卡,1
30,2500,1,3,54,30,租住,德国,无信用卡,1
24,2400,0,1,12,48,租住,德国,无信用卡,0
23,2000,0,1,18,30,租住,德国,无信用卡,0
55,3500,1,3,216,216,租住,土耳其,无信用卡,0
54,4000,0,1,15,999,租住,德国,无信用卡,1
43,3400,1,3,144,192,租住,德国,无信用卡,0
35,10000,2,4,144,168,自有,德国,无信用卡,0
26,1700,0,2,21,15,租住,德国,无信用卡,1
46,100000,2,4,264,288,租住,德国,无信用卡,1
37,0,3,5,24,72,租住,德国,支票账户,0
29,0,0,1,360,96,缺失,德国,支票账户,0
43,3500,2,4,3,240,租住,德国,无信用卡,0
32,0,2,4,54,66,缺失,希腊,支票账户,1
27,5000,0,2,9,6,租住,德国,无信用卡,1
41,1600,2,4,3,9,自有,德国,无信用卡,0
33,0,1,2,36,24,租住,德国,支票账户,1
47,1900,1,3,36,21,租住,德国,无信用卡,0
46,1900,0,1,120,999,租住,德国,无信用卡,1
28,2500,0,1,0,18,缺失,德国,无信用卡,0
26,2000,0,1,312,9,租住,德国,无信用卡,1
45,5000,2,4,120,336,租住,德国,无信用卡,0
43,0,1,3,60,72,缺失,德国,支票账户,0
33,0,0,2,6,6,租住,德国,支票账户,1
39,2700,1,2,168,240,租住,德国,无信用卡,1
26,1900,0,1,312,120,租住,德国,无信用卡,1
23,3200,0,1,6,36,租住,德国,无信用卡,0
23,1500,0,1,0,48,租住,德国,无信用卡,1
40,1900,0,1,108,21,缺失,德国,无信用卡,1
33,2200,2,4,9,6,租住,德国,无信用卡,0
54,2400,0,1,216,3,租住,德国,无信用卡,1
45,3500,1,3,168,192,自有,德国,无信用卡,0
41,2300,0,1,3,72,租住,德国,无信用卡,1
40,2200,4,6,120,12,租住,德国,无信用卡,1
